seed,variant,iteration,stability_jsd,mean_log_prob,true_reject_rate,false_reject_rate,rouge_l_recall
8,oea_miscalibrated,4,0.135338,-1.6714,0.75,0.075,0.0619
8,oea_miscalibrated,5,0.184345,-1.9707,0.875,0.0625,0.0556
8,oea_miscalibrated,6,0.228345,-2.1481,0.15,0.025,0.0611
8,oea_miscalibrated,7,0.235688,-2.2319,0.175,0.025,0.0603
8,oea_miscalibrated,8,0.243393,-2.2885,0.15,0.025,0.0603
8,oea_miscalibrated,9,0.322133,-2.357,0.8625,0.0875,0.0549
8,oea_miscalibrated,10,0.389586,-2.5219,0.775,0.1,0.0525
9,control,0,0.0,-1.5864,0.6875,0.025,0.1755
9,control,1,0.038453,-2.0193,0.8625,0.0875,0.1489
9,control,2,0.063862,-2.1082,0.825,0.125,0.1238
9,control,3,0.087786,-1.8926,0.9,0.05,0.0987
9,control,4,0.111701,-1.878,0.7375,0.1125,0.0603
9,control,5,0.167185,-1.768,0.75,0.075,0.0509
9,control,6,0.231975,-1.6869,0.875,0.0625,0.047
9,control,7,0.299404,-1.6238,0.7625,0.0625,0.0415
9,control,8,0.359401,-1.5906,0.7875,0.0625,0.0447
9,control,9,0.402104,-1.4137,0.8625,0.075,0.0478
9,control,10,0.416218,-1.5627,0.9125,0.1125,0.0478
9,oea_rag_only,0,0.0,-1.5864,0.6875,0.025,0.1755
9,oea_rag_only,1,0.030065,-1.926,0.825,0.0875,0.1536
9,oea_rag_only,2,0.058495,-1.9743,0.8375,0.0875,0.123
9,oea_rag_only,3,0.079436,-1.7317,0.475,0.025,0.0964
9,oea_rag_only,4,0.086948,-1.8744,0.4375,0.0125,0.0588
9,oea_rag_only,5,0.121969,-2.003,0.425,0.0,0.0549
9,oea_rag_only,6,0.160212,-1.9831,0.8875,0.0375,0.0541
9,oea_rag_only,7,0.216053,-1.8578,0.825,0.0875,0.0556
9,oea_rag_only,8,0.271055,-1.9951,0.9125,0.0875,0.0525
9,oea_rag_only,9,0.301828,-2.127,0.875,0.1,0.0549
9,oea_rag_only,10,0.297978,-1.9433,0.8875,0.0625,0.0541
9,oea_anchored,0,0.0,-1.5864,0.6875,0.025,0.1755
9,oea_anchored,1,0.011181,-1.8813,0.725,0.05,0.1607
9,oea_anchored,2,0.030602,-1.8765,0.8125,0.0625,0.1426
9,oea_anchored,3,0.03833,-1.9475,0.9,0.1,0.1309
9,oea_anchored,4,0.057741,-1.4487,0.8875,0.1125,0.1074
9,oea_anchored,5,0.08193,-1.1386,0.725,0.075,0.0752
9,oea_anchored,6,0.124298,-0.8157,0.6875,0.05,0.065
9,oea_anchored,7,0.2077,-0.7262,0.6875,0.05,0.0635
9,oea_anchored,8,0.294314,-0.3413,0.775,0.125,0.0611
9,oea_anchored,9,0.392008,-0.3181,0.725,0.075,0.0619
9,oea_anchored,10,0.450784,-0.3214,0.6875,0.05,0.0611
9,oea_miscalibrated,0,0.0,-1.5864,0.6875,0.025,0.1755
9,oea_miscalibrated,1,0.029947,-1.9862,0.75,0.0125,0.156
9,oea_miscalibrated,2,0.035252,-2.023,0.125,0.0,0.1513
9,oea_miscalibrated,3,0.048207,-1.9921,0.0875,0.05,0.1364
9,oea_miscalibrated,4,0.062119,-2.1188,0.1,0.025,0.1246
9,oea_miscalibrated,5,0.089626,-1.7521,0.8625,0.1125,0.0972
9,oea_miscalibrated,6,0.091556,-1.8093,0.1375,0.0625,0.0956
9,oea_miscalibrated,7,0.115812,-2.0594,0.6875,0.0625,0.0627
9,oea_miscalibrated,8,0.162767,-1.9829,0.725,0.1,0.0517
9,oea_miscalibrated,9,0.19009,-1.9424,0.0625,0.05,0.0517
9,oea_miscalibrated,10,0.219435,-1.8685,0.125,0.05,0.0462
