seed,variant,step,entity_retention,semantic_drift,hallucination_proxy,vocab_collapse
7,oea_controlled,6,0.153518,0.454659,0.0,0.9
7,oea_controlled,7,0.15565,0.496488,0.0,0.9125
7,oea_controlled,8,0.149254,0.474784,0.0,0.875
7,oea_controlled,9,0.149254,0.475072,0.0,0.875
7,oea_controlled,10,0.159915,0.488637,0.0,0.9375
7,oea_controlled,11,0.164179,0.461763,0.0,0.9625
7,oea_controlled,12,0.15565,0.481319,0.0,0.9125
7,oea_controlled,13,0.157783,0.484545,0.0,0.925
7,oea_controlled,14,0.153518,0.478283,0.0,0.9
7,oea_controlled,15,0.149254,0.459261,0.0,0.875
7,oea_controlled,16,0.15565,0.493173,0.0,0.9125
7,oea_controlled,17,0.162047,0.484004,0.0,0.95
7,oea_controlled,18,0.153518,0.48036,0.0,0.9
7,oea_controlled,19,0.157783,0.479873,0.0,0.925
7,oea_controlled,20,0.164179,0.472714,0.0,0.9625
7,oea_controlled,21,0.159915,0.468978,0.0,0.9375
7,oea_controlled,22,0.159915,0.509365,0.0,0.9375
7,oea_controlled,23,0.15565,0.489633,0.0,0.9125
7,oea_controlled,24,0.15565,0.502846,0.0,0.9125
7,oea_controlled,25,0.157783,0.46738,0.0,0.925
7,oea_controlled,26,0.144989,0.530383,0.0,0.85
7,oea_controlled,27,0.15565,0.454305,0.0,0.9125
7,oea_controlled,28,0.15565,0.480964,0.0,0.9125
7,oea_controlled,29,0.159915,0.47589,0.0,0.9375
7,oea_controlled,30,0.164179,0.486283,0.0,0.9625
8,uncontrolled,0,0.15565,0.491246,0.0,0.9125
8,uncontrolled,1,0.15565,0.483084,0.0,0.9125
8,uncontrolled,2,0.164179,0.459117,0.0,0.9625
8,uncontrolled,3,0.159915,0.503447,0.0,0.9375
8,uncontrolled,4,0.157783,0.490819,0.0,0.925
8,uncontrolled,5,0.164179,0.487014,0.0,0.9625
8,uncontrolled,6,0.159915,0.528763,0.0,0.9375
8,uncontrolled,7,0.149254,0.494652,0.0,0.875
8,uncontrolled,8,0.162047,0.502395,0.0,0.95
8,uncontrolled,9,0.153518,0.498427,0.0,0.9
8,uncontrolled,10,0.151386,0.503835,0.0,0.8875
8,uncontrolled,11,0.15565,0.525075,0.0,0.9125
8,uncontrolled,12,0.159915,0.513046,0.0,0.9375
8,uncontrolled,13,0.15565,0.484402,0.0,0.9125
8,uncontrolled,14,0.159915,0.513656,0.0,0.9375
8,uncontrolled,15,0.151386,0.471357,0.0,0.8875
8,uncontrolled,16,0.15565,0.51422,0.0,0.9125
8,uncontrolled,17,0.153518,0.451899,0.0,0.9
8,uncontrolled,18,0.157783,0.472572,0.0,0.925
8,uncontrolled,19,0.15565,0.494079,0.0,0.9125
8,uncontrolled,20,0.15565,0.512064,0.0,0.9125
8,uncontrolled,21,0.151386,0.515442,0.0,0.8875
8,uncontrolled,22,0.149254,0.512974,0.0,0.875
8,uncontrolled,23,0.157783,0.49448,0.0,0.925
8,uncontrolled,24,0.15565,0.475595,0.0,0.9125
8,uncontrolled,25,0.157783,0.486047,0.0,0.925
8,uncontrolled,26,0.157783,0.529029,0.0,0.925
8,uncontrolled,27,0.15565,0.481117,0.0,0.9125
8,uncontrolled,28,0.159915,0.496929,0.0,0.9375
8,uncontrolled,29,0.153518,0.484314,0.0,0.9
8,uncontrolled,30,0.157783,0.494428,0.0,0.925
8,oea_controlled,0,0.164179,0.481172,0.0,0.9625
8,oea_controlled,1,0.162047,0.500392,0.0,0.95
8,oea_controlled,2,0.149254,0.485596,0.0,0.875
8,oea_controlled,3,0.147122,0.469972,0.0,0.8625
8,oea_controlled,4,0.159915,0.487919,0.0,0.9375
8,oea_controlled,5,0.157783,0.431812,0.0,0.925
8,oea_controlled,6,0.153518,0.460429,0.0,0.9
8,oea_controlled,7,0.140725,0.511559,0.0,0.825
8,oea_controlled,8,0.159915,0.465411,0.0,0.9375
8,oea_controlled,9,0.159915,0.493062,0.0,0.9375
8,oea_controlled,10,0.164179,0.463225,0.0,0.9625
8,oea_controlled,11,0.159915,0.474028,0.0,0.9375
8,oea_controlled,12,0.157783,0.464248,0.0,0.925
8,oea_controlled,13,0.164179,0.481933,0.0,0.9625
8,oea_controlled,14,0.15565,0.476934,0.0,0.9125
8,oea_controlled,15,0.15565,0.484285,0.0,0.9125
8,oea_controlled,16,0.162047,0.499184,0.0,0.95
8,oea_controlled,17,0.15565,0.510759,0.0,0.9125
8,oea_controlled,18,0.15565,0.473813,0.0,0.9125
8,oea_controlled,19,0.153518,0.471564,0.0,0.9
8,oea_controlled,20,0.159915,0.495044,0.0,0.9375
8,oea_controlled,21,0.15565,0.484794,0.0,0.9125
8,oea_controlled,22,0.151386,0.473172,0.0,0.8875
8,oea_controlled,23,0.159915,0.46218,0.0,0.9375
8,oea_controlled,24,0.157783,0.450823,0.0,0.925
8,oea_controlled,25,0.159915,0.461348,0.0,0.9375
8,oea_controlled,26,0.15565,0.466375,0.0,0.9125
8,oea_controlled,27,0.151386,0.50748,0.0,0.8875
8,oea_controlled,28,0.162047,0.475981,0.0,0.95
8,oea_controlled,29,0.164179,0.491488,0.0,0.9625
8,oea_controlled,30,0.162047,0.472016,0.0,0.95
9,uncontrolled,0,0.164179,0.472764,0.0,0.9625
9,uncontrolled,1,0.159915,0.493003,0.0,0.9375
9,uncontrolled,2,0.166311,0.496281,0.0,0.975
9,uncontrolled,3,0.15565,0.47397,0.0,0.9125
9,uncontrolled,4,0.162047,0.481216,0.0,0.95
9,uncontrolled,5,0.166311,0.464572,0.0,0.975
9,uncontrolled,6,0.153518,0.516684,0.0,0.9
9,uncontrolled,7,0.157783,0.512181,0.0,0.925
9,uncontrolled,8,0.147122,0.503299,0.0,0.8625
9,uncontrolled,9,0.15565,0.475755,0.0,0.9125
9,uncontrolled,10,0.15565,0.46769,0.0,0.9125
9,uncontrolled,11,0.162047,0.489746,0.0,0.95
9,uncontrolled,12,0.153518,0.499863,0.0,0.9
9,uncontrolled,13,0.162047,0.509646,0.0,0.95
9,uncontrolled,14,0.159915,0.463812,0.0,0.9375
9,uncontrolled,15,0.15565,0.508801,0.0,0.9125
9,uncontrolled,16,0.147122,0.511014,0.0,0.8625
9,uncontrolled,17,0.15565,0.493744,0.0,0.9125
9,uncontrolled,18,0.15565,0.515413,0.0,0.9125
9,uncontrolled,19,0.157783,0.494242,0.0,0.925
9,uncontrolled,20,0.15565,0.487056,0.0,0.9125
9,uncontrolled,21,0.15565,0.504895,0.0,0.9125
9,uncontrolled,22,0.159915,0.513634,0.0,0.9375
9,uncontrolled,23,0.153518,0.50157,0.0,0.9
9,uncontrolled,24,0.164179,0.48197,0.0,0.9625
9,uncontrolled,25,0.157783,0.470994,0.0,0.925
9,uncontrolled,26,0.153518,0.509957,0.0,0.9
9,uncontrolled,27,0.162047,0.48664,0.0,0.95
9,uncontrolled,28,0.149254,0.522383,0.0,0.875
9,uncontrolled,29,0.153518,0.509488,0.0,0.9
9,uncontrolled,30,0.157783,0.475673,0.0,0.925
9,oea_controlled,0,0.15565,0.496102,0.0,0.9125
9,oea_controlled,1,0.164179,0.484416,0.0,0.9625
9,oea_controlled,2,0.157783,0.479673,0.0,0.925
9,oea_controlled,3,0.162047,0.475311,0.0,0.95
9,oea_controlled,4,0.144989,0.513558,0.0,0.85
9,oea_controlled,5,0.162047,0.49808,0.0,0.95
9,oea_controlled,6,0.151386,0.484488,0.0,0.8875
9,oea_controlled,7,0.159915,0.481007,0.0,0.9375
9,oea_controlled,8,0.149254,0.475894,0.0,0.875
9,oea_controlled,9,0.153518,0.474585,0.0,0.9
9,oea_controlled,10,0.15565,0.468449,0.0,0.9125
9,oea_controlled,11,0.164179,0.485567,0.0,0.9625
9,oea_controlled,12,0.157783,0.488588,0.0,0.925
9,oea_controlled,13,0.159915,0.486456,0.0,0.9375
9,oea_controlled,14,0.159915,0.491602,0.0,0.9375
9,oea_controlled,15,0.151386,0.464458,0.0,0.8875
9,oea_controlled,16,0.15565,0.480649,0.0,0.9125
9,oea_controlled,17,0.162047,0.468582,0.0,0.95
9,oea_controlled,18,0.162047,0.489116,0.0,0.95
9,oea_controlled,19,0.15565,0.464051,0.0,0.9125
9,oea_controlled,20,0.149254,0.497489,0.0,0.875
9,oea_controlled,21,0.159915,0.480221,0.0,0.9375
9,oea_controlled,22,0.157783,0.515161,0.0,0.925
9,oea_controlled,23,0.162047,0.493159,0.0,0.95
9,oea_controlled,24,0.159915,0.494108,0.0,0.9375
9,oea_controlled,25,0.162047,0.489907,0.0,0.95
9,oea_controlled,26,0.15565,0.486953,0.0,0.9125
9,oea_controlled,27,0.157783,0.460645,0.0,0.925
9,oea_controlled,28,0.159915,0.507546,0.0,0.9375
9,oea_controlled,29,0.151386,0.51956,0.0,0.8875
9,oea_controlled,30,0.159915,0.486549,0.0,0.9375
10,uncontrolled,0,0.15565,0.486015,0.0,0.9125
10,uncontrolled,1,0.166311,0.50356,0.0,0.975
10,uncontrolled,2,0.15565,0.508663,0.0,0.9125
10,uncontrolled,3,0.149254,0.492874,0.0,0.875
10,uncontrolled,4,0.151386,0.502582,0.0,0.8875
10,uncontrolled,5,0.157783,0.503719,0.0,0.925
10,uncontrolled,6,0.157783,0.476754,0.0,0.925
10,uncontrolled,7,0.153518,0.503513,0.0,0.9
10,uncontrolled,8,0.164179,0.491022,0.0,0.9625
10,uncontrolled,9,0.159915,0.504168,0.0,0.9375
10,uncontrolled,10,0.157783,0.499645,0.0,0.925
10,uncontrolled,11,0.157783,0.502946,0.0,0.925
10,uncontrolled,12,0.153518,0.499097,0.0,0.9
10,uncontrolled,13,0.159915,0.498772,0.0,0.9375
10,uncontrolled,14,0.157783,0.461868,0.0,0.925
10,uncontrolled,15,0.15565,0.477624,0.0,0.9125
10,uncontrolled,16,0.164179,0.491337,0.0,0.9625
10,uncontrolled,17,0.153518,0.477201,0.0,0.9
10,uncontrolled,18,0.157783,0.524673,0.0,0.925
10,uncontrolled,19,0.157783,0.51593,0.0,0.925
10,uncontrolled,20,0.15565,0.495692,0.0,0.9125
10,uncontrolled,21,0.144989,0.493027,0.0,0.85
10,uncontrolled,22,0.147122,0.499988,0.0,0.8625
10,uncontrolled,23,0.164179,0.504487,0.0,0.9625
10,uncontrolled,24,0.157783,0.492798,0.0,0.925
10,uncontrolled,25,0.164179,0.500793,0.0,0.9625
10,uncontrolled,26,0.15565,0.470059,0.0,0.9125
10,uncontrolled,27,0.159915,0.489754,0.0,0.9375
10,uncontrolled,28,0.15565,0.50663,0.0,0.9125
10,uncontrolled,29,0.153518,0.505404,0.0,0.9
10,uncontrolled,30,0.162047,0.451088,0.0,0.95
10,oea_controlled,0,0.153518,0.508074,0.0,0.9
10,oea_controlled,1,0.15565,0.503008,0.0,0.9125
10,oea_controlled,2,0.162047,0.479979,0.0,0.95
10,oea_controlled,3,0.153518,0.506596,0.0,0.9
10,oea_controlled,4,0.147122,0.480042,0.0,0.8625
10,oea_controlled,5,0.164179,0.445084,0.0,0.9625
10,oea_controlled,6,0.159915,0.505057,0.0,0.9375
10,oea_controlled,7,0.162047,0.45421,0.0,0.95
10,oea_controlled,8,0.153518,0.477864,0.0,0.9
10,oea_controlled,9,0.15565,0.443183,0.0,0.9125
10,oea_controlled,10,0.153518,0.428898,0.0,0.9
10,oea_controlled,11,0.162047,0.484967,0.0,0.95
10,oea_controlled,12,0.164179,0.468275,0.0,0.9625
10,oea_controlled,13,0.153518,0.509316,0.0,0.9
10,oea_controlled,14,0.157783,0.477768,0.0,0.925
10,oea_controlled,15,0.157783,0.489243,0.0,0.925
10,oea_controlled,16,0.159915,0.458472,0.0,0.9375
10,oea_controlled,17,0.164179,0.484352,0.0,0.9625
10,oea_controlled,18,0.153518,0.506706,0.0,0.9
10,oea_controlled,19,0.164179,0.486242,0.0,0.9625
10,oea_controlled,20,0.147122,0.480551,0.0,0.8625
10,oea_controlled,21,0.157783,0.500864,0.0,0.925
10,oea_controlled,22,0.162047,0.49768,0.0,0.95
10,oea_controlled,23,0.15565,0.513663,0.0,0.9125
10,oea_controlled,24,0.15565,0.45928,0.0,0.9125
10,oea_controlled,25,0.15565,0.476125,0.0,0.9125
10,oea_controlled,26,0.149254,0.478768,0.0,0.875
10,oea_controlled,27,0.157783,0.491282,0.0,0.925
10,oea_controlled,28,0.162047,0.484672,0.0,0.95
10,oea_controlled,29,0.157783,0.463831,0.0,0.925
10,oea_controlled,30,0.15565,0.489537,0.0,0.9125
11,uncontrolled,0,0.166311,0.489669,0.0,0.975
11,uncontrolled,1,0.15565,0.493057,0.0,0.9125
11,uncontrolled,2,0.153518,0.501485,0.0,0.9
11,uncontrolled,3,0.153518,0.499896,0.0,0.9
11,uncontrolled,4,0.15565,0.509918,0.0,0.9125
11,uncontrolled,5,0.157783,0.511771,0.0,0.925
11,uncontrolled,6,0.153518,0.478649,0.0,0.9
11,uncontrolled,7,0.157783,0.49847,0.0,0.925
11,uncontrolled,8,0.153518,0.484257,0.0,0.9
11,uncontrolled,9,0.144989,0.498109,0.0,0.85
11,uncontrolled,10,0.157783,0.503891,0.0,0.925
11,uncontrolled,11,0.164179,0.486457,0.0,0.9625
11,uncontrolled,12,0.15565,0.504206,0.0,0.9125
11,uncontrolled,13,0.164179,0.482978,0.0,0.9625
11,uncontrolled,14,0.15565,0.502625,0.0,0.9125
11,uncontrolled,15,0.15565,0.515932,0.0,0.9125
11,uncontrolled,16,0.162047,0.49917,0.0,0.95
11,uncontrolled,17,0.164179,0.494033,0.0,0.9625
11,uncontrolled,18,0.159915,0.483009,0.0,0.9375
11,uncontrolled,19,0.157783,0.493138,0.0,0.925
11,uncontrolled,20,0.157783,0.516207,0.0,0.925
11,uncontrolled,21,0.153518,0.499094,0.0,0.9
11,uncontrolled,22,0.157783,0.485043,0.0,0.925
11,uncontrolled,23,0.151386,0.484732,0.0,0.8875
11,uncontrolled,24,0.149254,0.505718,0.0,0.875
11,uncontrolled,25,0.15565,0.47489,0.0,0.9125
11,uncontrolled,26,0.15565,0.491744,0.0,0.9125
11,uncontrolled,27,0.157783,0.520394,0.0,0.925
11,uncontrolled,28,0.15565,0.467951,0.0,0.9125
11,uncontrolled,29,0.151386,0.517042,0.0,0.8875
11,uncontrolled,30,0.147122,0.541694,0.0,0.8625
11,oea_controlled,0,0.159915,0.515997,0.0,0.9375
11,oea_controlled,1,0.159915,0.478752,0.0,0.9375
11,oea_controlled,2,0.157783,0.465947,0.0,0.925
11,oea_controlled,3,0.15565,0.461046,0.0,0.9125
11,oea_controlled,4,0.162047,0.484215,0.0,0.95
11,oea_controlled,5,0.153518,0.464777,0.0,0.9
11,oea_controlled,6,0.159915,0.48305,0.0,0.9375
11,oea_controlled,7,0.157783,0.45499,0.0,0.925
11,oea_controlled,8,0.151386,0.521441,0.0,0.8875
11,oea_controlled,9,0.147122,0.481116,0.0,0.8625
11,oea_controlled,10,0.157783,0.471054,0.0,0.925
11,oea_controlled,11,0.164179,0.462987,0.0,0.9625
11,oea_controlled,12,0.15565,0.470086,0.0,0.9125
11,oea_controlled,13,0.153518,0.447791,0.0,0.9
11,oea_controlled,14,0.159915,0.47705,0.0,0.9375
11,oea_controlled,15,0.151386,0.460419,0.0,0.8875
11,oea_controlled,16,0.157783,0.478495,0.0,0.925
11,oea_controlled,17,0.157783,0.460707,0.0,0.925
11,oea_controlled,18,0.149254,0.486683,0.0,0.875
11,oea_controlled,19,0.157783,0.481978,0.0,0.925
11,oea_controlled,20,0.159915,0.489667,0.0,0.9375
11,oea_controlled,21,0.153518,0.466333,0.0,0.9
11,oea_controlled,22,0.151386,0.49069,0.0,0.8875
11,oea_controlled,23,0.149254,0.458014,0.0,0.875
11,oea_controlled,24,0.153518,0.467176,0.0,0.9
11,oea_controlled,25,0.162047,0.458135,0.0,0.95
11,oea_controlled,26,0.153518,0.509652,0.0,0.9
11,oea_controlled,27,0.151386,0.49604,0.0,0.8875
11,oea_controlled,28,0.162047,0.469073,0.0,0.95
11,oea_controlled,29,0.162047,0.459418,0.0,0.95
11,oea_controlled,30,0.153518,0.498518,0.0,0.9
12,uncontrolled,0,0.157783,0.520083,0.0,0.925
12,uncontrolled,1,0.162047,0.489528,0.0,0.95
12,uncontrolled,2,0.140725,0.542477,0.0,0.825
12,uncontrolled,3,0.157783,0.519184,0.0,0.925
12,uncontrolled,4,0.157783,0.49793,0.0,0.925
12,uncontrolled,5,0.153518,0.504231,0.0,0.9
12,uncontrolled,6,0.162047,0.473217,0.0,0.95
12,uncontrolled,7,0.157783,0.47373,0.0,0.925
12,uncontrolled,8,0.153518,0.483254,0.0,0.9
12,uncontrolled,9,0.166311,0.43795,0.0,0.975
12,uncontrolled,10,0.151386,0.477274,0.0,0.8875
12,uncontrolled,11,0.151386,0.489349,0.0,0.8875
12,uncontrolled,12,0.147122,0.481476,0.0,0.8625
12,uncontrolled,13,0.153518,0.498542,0.0,0.9
12,uncontrolled,14,0.15565,0.479939,0.0,0.9125
12,uncontrolled,15,0.159915,0.485254,0.0,0.9375
12,uncontrolled,16,0.151386,0.513573,0.0,0.8875
12,uncontrolled,17,0.151386,0.491789,0.0,0.8875
12,uncontrolled,18,0.15565,0.532258,0.0,0.9125
12,uncontrolled,19,0.157783,0.471433,0.0,0.925
12,uncontrolled,20,0.166311,0.489798,0.0,0.975
12,uncontrolled,21,0.157783,0.48771,0.0,0.925
12,uncontrolled,22,0.157783,0.503092,0.0,0.925
12,uncontrolled,23,0.153518,0.484114,0.0,0.9
12,uncontrolled,24,0.15565,0.506718,0.0,0.9125
12,uncontrolled,25,0.153518,0.471574,0.0,0.9
12,uncontrolled,26,0.153518,0.544383,0.0,0.9
12,uncontrolled,27,0.151386,0.4881,0.0,0.8875
12,uncontrolled,28,0.159915,0.508682,0.0,0.9375
12,uncontrolled,29,0.15565,0.539958,0.0,0.9125
12,uncontrolled,30,0.162047,0.476836,0.0,0.95
12,oea_controlled,0,0.157783,0.505682,0.0,0.925
12,oea_controlled,1,0.153518,0.457983,0.0,0.9
12,oea_controlled,2,0.15565,0.483686,0.0,0.9125
12,oea_controlled,3,0.153518,0.493128,0.0,0.9
12,oea_controlled,4,0.162047,0.503527,0.0,0.95
12,oea_controlled,5,0.157783,0.486844,0.0,0.925
12,oea_controlled,6,0.15565,0.504546,0.0,0.9125
12,oea_controlled,7,0.15565,0.445843,0.0,0.9125
12,oea_controlled,8,0.149254,0.50622,0.0,0.875
12,oea_controlled,9,0.15565,0.489431,0.0,0.9125
12,oea_controlled,10,0.151386,0.49378,0.0,0.8875
12,oea_controlled,11,0.149254,0.471111,0.0,0.875
12,oea_controlled,12,0.157783,0.466078,0.0,0.925
12,oea_controlled,13,0.159915,0.477825,0.0,0.9375
12,oea_controlled,14,0.162047,0.509173,0.0,0.95
12,oea_controlled,15,0.157783,0.491779,0.0,0.925
12,oea_controlled,16,0.15565,0.492429,0.0,0.9125
12,oea_controlled,17,0.153518,0.461929,0.0,0.9
12,oea_controlled,18,0.159915,0.498944,0.0,0.9375
12,oea_controlled,19,0.162047,0.485776,0.0,0.95
12,oea_controlled,20,0.157783,0.493299,0.0,0.925
12,oea_controlled,21,0.159915,0.485605,0.0,0.9375
12,oea_controlled,22,0.151386,0.488382,0.0,0.8875
12,oea_controlled,23,0.147122,0.494888,0.0,0.8625
12,oea_controlled,24,0.157783,0.448956,0.0,0.925
12,oea_controlled,25,0.162047,0.485916,0.0,0.95
12,oea_controlled,26,0.159915,0.518191,0.0,0.9375
12,oea_controlled,27,0.159915,0.466846,0.0,0.9375
12,oea_controlled,28,0.157783,0.486637,0.0,0.925
12,oea_controlled,29,0.153518,0.484287,0.0,0.9
12,oea_controlled,30,0.159915,0.465975,0.0,0.9375
13,uncontrolled,0,0.159915,0.502687,0.0,0.9375
13,uncontrolled,1,0.144989,0.516092,0.0,0.85
13,uncontrolled,2,0.151386,0.486037,0.0,0.8875
13,uncontrolled,3,0.157783,0.470906,0.0,0.925
13,uncontrolled,4,0.15565,0.47454,0.0,0.9125
13,uncontrolled,5,0.159915,0.465137,0.0,0.9375
13,uncontrolled,6,0.157783,0.503756,0.0,0.925
13,uncontrolled,7,0.151386,0.499234,0.0,0.8875
13,uncontrolled,8,0.159915,0.467012,0.0,0.9375
13,uncontrolled,9,0.157783,0.470171,0.0,0.925
13,uncontrolled,10,0.151386,0.517525,0.0,0.8875
13,uncontrolled,11,0.15565,0.509671,0.0,0.9125
13,uncontrolled,12,0.153518,0.520573,0.0,0.9
13,uncontrolled,13,0.162047,0.488079,0.0,0.95
13,uncontrolled,14,0.15565,0.490594,0.0,0.9125
13,uncontrolled,15,0.157783,0.471471,0.0,0.925
13,uncontrolled,16,0.159915,0.489013,0.0,0.9375
13,uncontrolled,17,0.159915,0.480797,0.0,0.9375
13,uncontrolled,18,0.151386,0.521637,0.0,0.8875
13,uncontrolled,19,0.15565,0.500935,0.0,0.9125
13,uncontrolled,20,0.15565,0.48837,0.0,0.9125
13,uncontrolled,21,0.149254,0.514808,0.0,0.875
13,uncontrolled,22,0.164179,0.509092,0.0,0.9625
13,uncontrolled,23,0.153518,0.491197,0.0,0.9
13,uncontrolled,24,0.162047,0.47726,0.0,0.95
13,uncontrolled,25,0.162047,0.489963,0.0,0.95
13,uncontrolled,26,0.15565,0.500096,0.0,0.9125
13,uncontrolled,27,0.147122,0.509355,0.0,0.8625
13,uncontrolled,28,0.157783,0.476807,0.0,0.925
13,uncontrolled,29,0.159915,0.502418,0.0,0.9375
13,uncontrolled,30,0.159915,0.483885,0.0,0.9375
13,oea_controlled,0,0.151386,0.517393,0.0,0.8875
13,oea_controlled,1,0.15565,0.47942,0.0,0.9125
13,oea_controlled,2,0.157783,0.449115,0.0,0.925
13,oea_controlled,3,0.157783,0.488349,0.0,0.925
13,oea_controlled,4,0.162047,0.500134,0.0,0.95
13,oea_controlled,5,0.159915,0.462904,0.0,0.9375
13,oea_controlled,6,0.162047,0.509931,0.0,0.95
13,oea_controlled,7,0.151386,0.446143,0.0,0.8875
13,oea_controlled,8,0.153518,0.475421,0.0,0.9
13,oea_controlled,9,0.159915,0.455121,0.0,0.9375
13,oea_controlled,10,0.159915,0.473644,0.0,0.9375
13,oea_controlled,11,0.151386,0.473743,0.0,0.8875
13,oea_controlled,12,0.153518,0.507446,0.0,0.9
13,oea_controlled,13,0.159915,0.492883,0.0,0.9375
13,oea_controlled,14,0.159915,0.483187,0.0,0.9375
13,oea_controlled,15,0.157783,0.485419,0.0,0.925
13,oea_controlled,16,0.153518,0.483969,0.0,0.9
13,oea_controlled,17,0.157783,0.45169,0.0,0.925
13,oea_controlled,18,0.164179,0.477566,0.0,0.9625
13,oea_controlled,19,0.162047,0.517116,0.0,0.95
13,oea_controlled,20,0.157783,0.439525,0.0,0.925
13,oea_controlled,21,0.153518,0.437148,0.0,0.9
13,oea_controlled,22,0.153518,0.485382,0.0,0.9
13,oea_controlled,23,0.153518,0.484083,0.0,0.9
13,oea_controlled,24,0.15565,0.521256,0.0,0.9125
13,oea_controlled,25,0.164179,0.432135,0.0,0.9625
13,oea_controlled,26,0.157783,0.495799,0.0,0.925
13,oea_controlled,27,0.157783,0.48335,0.0,0.925
13,oea_controlled,28,0.153518,0.486205,0.0,0.9
13,oea_controlled,29,0.15565,0.463883,0.0,0.9125
13,oea_controlled,30,0.157783,0.432267,0.0,0.925
14,uncontrolled,0,0.157783,0.481547,0.0,0.925
14,uncontrolled,1,0.15565,0.520058,0.0,0.9125
14,uncontrolled,2,0.149254,0.512135,0.0,0.875
14,uncontrolled,3,0.162047,0.503765,0.0,0.95
14,uncontrolled,4,0.15565,0.528548,0.0,0.9125
14,uncontrolled,5,0.151386,0.508017,0.0,0.8875
14,uncontrolled,6,0.157783,0.524087,0.0,0.925
14,uncontrolled,7,0.15565,0.451885,0.0,0.9125
14,uncontrolled,8,0.157783,0.497469,0.0,0.925
14,uncontrolled,9,0.15565,0.496705,0.0,0.9125
14,uncontrolled,10,0.157783,0.512203,0.0,0.925
14,uncontrolled,11,0.153518,0.537864,0.0,0.9
14,uncontrolled,12,0.162047,0.497783,0.0,0.95
14,uncontrolled,13,0.15565,0.503621,0.0,0.9125
14,uncontrolled,14,0.159915,0.501911,0.0,0.9375
14,uncontrolled,15,0.151386,0.474354,0.0,0.8875
14,uncontrolled,16,0.159915,0.515849,0.0,0.9375
14,uncontrolled,17,0.15565,0.502131,0.0,0.9125
14,uncontrolled,18,0.159915,0.471615,0.0,0.9375
14,uncontrolled,19,0.162047,0.481983,0.0,0.95
14,uncontrolled,20,0.159915,0.504309,0.0,0.9375
14,uncontrolled,21,0.157783,0.472599,0.0,0.925
14,uncontrolled,22,0.162047,0.478955,0.0,0.95
14,uncontrolled,23,0.157783,0.468109,0.0,0.925
14,uncontrolled,24,0.153518,0.491844,0.0,0.9
14,uncontrolled,25,0.15565,0.496101,0.0,0.9125
14,uncontrolled,26,0.162047,0.508992,0.0,0.95
14,uncontrolled,27,0.162047,0.490087,0.0,0.95
14,uncontrolled,28,0.15565,0.464792,0.0,0.9125
14,uncontrolled,29,0.153518,0.497671,0.0,0.9
14,uncontrolled,30,0.151386,0.484031,0.0,0.8875
14,oea_controlled,0,0.164179,0.490562,0.0,0.9625
14,oea_controlled,1,0.157783,0.473045,0.0,0.925
14,oea_controlled,2,0.162047,0.489704,0.0,0.95
14,oea_controlled,3,0.149254,0.492279,0.0,0.875
14,oea_controlled,4,0.15565,0.470056,0.0,0.9125
14,oea_controlled,5,0.153518,0.482591,0.0,0.9
14,oea_controlled,6,0.157783,0.489327,0.0,0.925
14,oea_controlled,7,0.149254,0.507216,0.0,0.875
14,oea_controlled,8,0.149254,0.49352,0.0,0.875
14,oea_controlled,9,0.159915,0.492659,0.0,0.9375
14,oea_controlled,10,0.15565,0.490504,0.0,0.9125
14,oea_controlled,11,0.162047,0.479966,0.0,0.95
14,oea_controlled,12,0.157783,0.489805,0.0,0.925
14,oea_controlled,13,0.164179,0.484512,0.0,0.9625
14,oea_controlled,14,0.162047,0.490568,0.0,0.95
14,oea_controlled,15,0.15565,0.482803,0.0,0.9125
14,oea_controlled,16,0.153518,0.488827,0.0,0.9
14,oea_controlled,17,0.159915,0.480467,0.0,0.9375
14,oea_controlled,18,0.162047,0.466848,0.0,0.95
14,oea_controlled,19,0.159915,0.504021,0.0,0.9375
14,oea_controlled,20,0.151386,0.495328,0.0,0.8875
14,oea_controlled,21,0.164179,0.454966,0.0,0.9625
14,oea_controlled,22,0.15565,0.479951,0.0,0.9125
14,oea_controlled,23,0.157783,0.488713,0.0,0.925
14,oea_controlled,24,0.162047,0.484641,0.0,0.95
14,oea_controlled,25,0.157783,0.488374,0.0,0.925
14,oea_controlled,26,0.153518,0.501941,0.0,0.9
14,oea_controlled,27,0.15565,0.50953,0.0,0.9125
14,oea_controlled,28,0.159915,0.463087,0.0,0.9375
14,oea_controlled,29,0.162047,0.447742,0.0,0.95
14,oea_controlled,30,0.147122,0.492962,0.0,0.8625
15,uncontrolled,0,0.162047,0.509603,0.0,0.95
15,uncontrolled,1,0.159915,0.48235,0.0,0.9375
15,uncontrolled,2,0.153518,0.483561,0.0,0.9
15,uncontrolled,3,0.147122,0.523737,0.0,0.8625
15,uncontrolled,4,0.164179,0.478684,0.0,0.9625
15,uncontrolled,5,0.15565,0.509027,0.0,0.9125
15,uncontrolled,6,0.157783,0.49724,0.0,0.925
15,uncontrolled,7,0.164179,0.471876,0.0,0.9625
15,uncontrolled,8,0.159915,0.498694,0.0,0.9375
15,uncontrolled,9,0.162047,0.482746,0.0,0.95
15,uncontrolled,10,0.168443,0.467861,0.0,0.9875
15,uncontrolled,11,0.147122,0.473251,0.0,0.8625
15,uncontrolled,12,0.151386,0.489231,0.0,0.8875
15,uncontrolled,13,0.153518,0.484581,0.0,0.9
